id,doc_id,question
3b4e5e42-b372-4b44-beca-c0aff75d0539,6d8d00c6-3b2e-4157-89e1-11aea4b9bfa4,"As a recruitment agency, I am planning to hire workers for a construction company in Dubai. According to the Ministerial Resolution No.302 of 2022, what are the requirements for the agency's ownership to ensure compliance with the Regulation of Labor Relations Law?"
823a5a70-2a4c-4135-a75a-a3fcc44b4d15,6d8d00c6-3b2e-4157-89e1-11aea4b9bfa4,"I am a recruitment agency operating in the UAE. Recently, we have been approached by a company that has violated labor laws in the past. Can we still partner with them, given the amendments made in Ministerial Resolution No.302 of 2022?"
e1497b28-d3d6-48a6-9f1a-4a2a774175de,6d8d00c6-3b2e-4157-89e1-11aea4b9bfa4,I am a recruitment agency looking to expand our operations in the UAE. We are considering hiring workers for various industries. How should we classify our establishments according to the criteria set out in the Cabinet Resolution of 2022 regarding the Implementing Regulation of Federal Decree-Law No. (33) of 2021?
aaa76982-42ff-4342-86ac-f12e413835ef,6d8d00c6-3b2e-4157-89e1-11aea4b9bfa4,I am a recruitment agency operating in the UAE. We are considering hiring workers for a company that is classified as a large establishment according to the Cabinet Resolution of 2022. What are the specific requirements and privileges that apply to such establishments under the Decree-Law?
db8659ad-c8c0-41bd-aac1-f8934b937ecd,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As an employer, I want to apply for incentives for my Small and Medium Enterprise (SME) that is a member of a Youth Entrepreneurship Support Institution. What are the specific procedures I should follow according to Ministerial Resolution No. (251) Of 2022?"
657122f4-8f46-44f9-85fe-2e16fc274463,fedcb916-0f29-4011-b306-24f5a4f7ba55,My SME is classified as a small establishment according to the Cabinet Resolution No. 18 of 2022 regarding the classification of private sector establishments under Labor Relations Regulation Law. How does this classification affect my compliance with the regulations outlined in Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Labour Relations?
142d072e-76c3-476e-ac36-6a62b3ebfa2a,fedcb916-0f29-4011-b306-24f5a4f7ba55,I am planning to expand my small establishment to a medium-sized one in the near future. How will this change in size affect the classification of my establishment according to the criteria set out in the Decree-Law and the Cabinet Resolution No. (1) of 2022?
4838a296-5aeb-40cc-96c3-fee1c4657cbf,fedcb916-0f29-4011-b306-24f5a4f7ba55,"I am a new employer and I am not familiar with the Legal Regulations related to employment relationships. Where can I find comprehensive guidelines on the requirements for establishing an enterprise in the UAE, as outlined in the Decree-Law?"
33b25d0f-ea8a-4d20-9142-f5b2d1971721,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As an HR manager, I am trying to classify our establishment according to the criteria set out in the Cabinet Resolution No. (1) of 2022. Can you help me understand the specific factors that determine the classification of establishments, such as economic activity, number of workers, compliance with relevant legal regulations, and support for government objectives related to Emiratisation, training, and skills development?"
eb6ecb26-3e89-4d2a-84d0-fdb7e02775ab,fedcb916-0f29-4011-b306-24f5a4f7ba55,"In light of the Administrative Resolution No. (46) of 2022, I am interested in implementing incentives for our small and medium enterprise (SME) that is a member of Youth Entrepreneurship Support Institutions. Could you provide guidance on the procedure for obtaining Category (1) for a period of five years, as well as the service delivery channels for this service?"
15d5982e-d410-44c1-9f32-5d850768beea,fedcb916-0f29-4011-b306-24f5a4f7ba55,"Our establishment is considering hiring more Emirati workers to support the government objectives related to Emiratisation. According to the Cabinet Resolution No. (1) of 2022, what privileges can we expect for our establishment if we successfully increase the number of Emirati workers?"
d29af624-e4e4-4def-bc6f-290f2e0f3023,fedcb916-0f29-4011-b306-24f5a4f7ba55,"We have recently expanded our business and now employ over 500 workers. According to the Cabinet Resolution No. (1) of 2022, how should we classify our establishment based on the criteria for classification, and what implications does this classification have for our compliance with relevant legal regulations and support for government objectives?"
95ab2261-bb4b-4237-a64e-ec480e11a709,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As a legal advisor, I am reviewing a case involving a small and medium enterprise (SME) member of a Youth Entrepreneurship Support Institution. According to the Procedural Guide, what service delivery channels are available for this SME to obtain Category (1) for a period of five years?"
44486f0e-cc16-44c4-8b3d-08855f6e9e6a,fedcb916-0f29-4011-b306-24f5a4f7ba55,"In the context of the Administrative Resolution No. (46) of 2022, what are the requirements for a private sector establishment to be classified under Labor Relations Regulation Law?"
73472148-b53a-4633-ac24-4979b47e43fe,fedcb916-0f29-4011-b306-24f5a4f7ba55,"For an establishment classified under the criteria mentioned in the Cabinet Resolution No. (1) of 2022, what factors could potentially affect their privileges?"
08b82543-b159-4a48-bab4-9be949d9a99d,fedcb916-0f29-4011-b306-24f5a4f7ba55,"In the case of a dispute between an employer and employee regarding the classification of an establishment, what legal regulations would be relevant in the UAE?"
d4fff2b4-2676-485a-8da4-1938ecc2496d,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As a legal advisor, I am assisting a client who is an employer of a small and medium enterprise. They are considering hiring foreign workers. What are the compliance requirements for hiring foreign workers in the UAE, according to the Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Labour Relations?"
62bf13f3-0081-45c0-8bd1-0117b640ff72,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As a government official, I am seeking clarification on the criteria for classifying establishments according to economic activity, number of workers, cultural and demographic diversity, compliance with relevant legal regulations, and support for government objectives related to Emiratisation, training, and skills development. Could you please provide more details on these criteria?"
24483438-3e4e-49ce-9bef-bbf2df4e1d1a,fedcb916-0f29-4011-b306-24f5a4f7ba55,"In the context of Ministerial Resolution No. (251) Of 2022 regarding Incentives for Small and Medium Enterprises Members of Youth Entrepreneurship Support Institutions, what are the specific procedures for SMEs to obtain Category (1) for a period of five-years?"
759cf874-1e34-4685-891c-9d2a887f538d,fedcb916-0f29-4011-b306-24f5a4f7ba55,"For establishments classified under the Labor Relations Regulation Law, what are the guidelines for implementing Ministerial Resolution No. (251) Of 2022 of incentives for Small and Medium Enterprises Members of Youth Entrepreneurship Support Institutions?"
f87f7a03-df22-473b-929d-8daa8040830c,fedcb916-0f29-4011-b306-24f5a4f7ba55,"As a government official, I am interested in understanding the role of Youth Entrepreneurship Support Institutions in the implementation of incentives for Small and Medium Enterprises (SMEs) as per Ministerial Resolution No. (251) Of 2022. Could you please provide more information on this aspect?"
b86f511f-10e2-4a71-9aa9-97906570569a,ca06569c-00a8-4f28-a024-21f7d7488f8b,"As a UAE employer, I want to ensure compliance with the recent Cabinet Resolution No. (1) of 2022 regarding the Implementation of Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Labour Relations. How should I classify my establishment according to the criteria mentioned in Article (2) of the Resolution?"
ec203e0c-e275-49bd-82c7-184d46dde53c,ca06569c-00a8-4f28-a024-21f7d7488f8b,"I am a business owner planning to hire foreign workers in my establishment. According to Ministerial Decree No. (46) of 2022, what are the requirements for the standard employment contract and job offer forms that I need to use when requesting work permits?"
d46464cb-3c41-4110-bd32-efcbc75322f6,ca06569c-00a8-4f28-a024-21f7d7488f8b,"I am an HR manager responsible for implementing policies in my company. In light of the Cabinet Resolution No. (1) of 2022, what are the privileges that can be granted to establishments based on their classification as mentioned in Article (2) of the Resolution?"
a0140d67-cc00-478e-9348-8736ed1eee0a,ca06569c-00a8-4f28-a024-21f7d7488f8b,I am a legal advisor representing a client who is an employer. My client wants to add more benefits to the worker in the employment contract than those mentioned in the job offer. Is this permissible according to Ministerial Decree No. (46) of 2022?
78ce8b26-eccc-4e34-81b4-e1bbc98d31cb,ca06569c-00a8-4f28-a024-21f7d7488f8b,I am a government official responsible for enforcing labor laws in the UAE. How should I coordinate with other departments to ensure the proper implementation of the Cabinet Resolution No. (1) of 2022 and Ministerial Decree No. (46) of 2022?
9b542050-46b4-457d-8f56-07ac205f7047,ca06569c-00a8-4f28-a024-21f7d7488f8b,"As an HR manager, I need to understand the criteria for classifying establishments according to the Cabinet Resolution No. (1) of 2022. Could you please explain the factors considered for this classification?"
33c8080e-f95b-4759-b022-994566e09320,ca06569c-00a8-4f28-a024-21f7d7488f8b,"In light of the Ministerial Decree No. (46) of 2022, what are the employer obligations regarding employment contracts, specifically when it comes to adding benefits and annexes to the contract?"
4b5cff80-0839-4f88-b746-ea7f7ebe2c63,ca06569c-00a8-4f28-a024-21f7d7488f8b,"When it comes to the standard employment contracts approved by the Ministry, are there any specific provisions that HR managers should be aware of to ensure compliance with the Decree-Law and its Executive Regulations?"
2e991368-7868-4e1b-a136-e875a33512c7,ca06569c-00a8-4f28-a024-21f7d7488f8b,"Regarding the Cabinet Resolution No. (1) of 2022, what are the consequences for establishments that fail to comply with the criteria for classification?"
421068e1-3a4a-4ba0-8983-e8996b870eda,ca06569c-00a8-4f28-a024-21f7d7488f8b,"As an HR manager, I am responsible for ensuring that our company's establishments are properly classified. How can I access the necessary resolutions for the classification of establishments and the privileges as mentioned in Article (2) of the Cabinet Resolution No. (1) of 2022?"
832cbccf-f36c-424b-9a9a-23afdcc0f966,ca06569c-00a8-4f28-a024-21f7d7488f8b,"As a UAE employer, I want to ensure compliance with the recent Cabinet Resolution No. (1) of 2022 regarding the Implementation of Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Labour Relations. How should I classify my establishment according to the criteria outlined in Article (2) of the resolution?"
4912b0a9-3e19-4863-bbeb-108d98d594c6,ca06569c-00a8-4f28-a024-21f7d7488f8b,"I am a business owner planning to hire foreign workers in my establishment. According to the Ministerial Decree No. (46) of 2022 Regarding Work Permits, Job Offers and Employment Contracts’ Forms, what are the requirements for utilizing the approved standard employment contract that conforms with the job offer when requesting the issuance of the work permit?"
1f8aa34a-9706-4b90-a8f9-383f26239be6,ca06569c-00a8-4f28-a024-21f7d7488f8b,"I am an HR manager responsible for policy implementation in my company. In light of the Cabinet Resolution No. (1) of 2022, what are the privileges that can be granted to establishments based on their classification according to criteria such as economic activity, number of workers, and compliance with relevant legal regulations?"
fb0df1dc-a04a-420d-8b72-a6b0de7452c2,ca06569c-00a8-4f28-a024-21f7d7488f8b,"As an HR Manager, I need to understand the criteria for classifying establishments according to the Cabinet Resolution No. (1) of 2022. Could you please explain the factors considered for this classification?"
946ddadc-8f31-4299-a22f-8a86ada4d4bd,ca06569c-00a8-4f28-a024-21f7d7488f8b,"In light of the Ministerial Decree No. (46) of 2022, what are the employer obligations regarding employment contracts, particularly when it comes to using the approved standard employment contract and adding benefits or annexes?"
19ef2486-37c1-405c-af72-23bf236f4451,ca06569c-00a8-4f28-a024-21f7d7488f8b,"When it comes to the implementation of the government objectives related to Emiratisation, training, and skills development, how do the classifications of establishments under the Cabinet Resolution No. (1) of 2022 affect an employer's compliance requirements?"
0a414876-dde0-4fbc-bd2e-0c8a79f2336f,ca06569c-00a8-4f28-a024-21f7d7488f8b,"In the context of the Ministerial Decree No. (46) of 2022, what are the consequences for an employer who fails to maintain a digital or hard copy of both the job offer and the employment contract as required?"
dca8ecd9-ec38-4ef3-b87f-96287a6eef3b,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"As a business owner, I'm planning to hire a new employee. I see that there are different categories of work permits in the document. Could you explain the differences between Category 1, Category 2, and Category 3 work permits?"
e77f4d5d-2790-4b53-a451-83bfddc93fa4,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"I'm a new employer in the UAE and I'm looking to hire a foreign worker. I see that there are fees for work permit applications, issuance, and renewal. How much would it cost to obtain a work permit for a new employee for two years?"
66b2afa1-dbac-42e9-a5a6-9cfb9a154c70,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,I'm an employer and I'm considering hiring a part-time worker. I see that there's a Part-Time Work Permit mentioned in the document. Is there a fee for this permit and are there any specific requirements for part-time workers in the UAE?
ad739718-397a-490f-a632-69900dd3afbe,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"As an HR manager, I need to understand the fees for work permit renewals for various categories. Could you clarify the fees for Category 1, Category 2, and Category 3 in Schedule (3) of the Cabinet Resolution No. 37 of 2022?"
9ca009fa-8bf0-4cb2-b54e-e79cc05d4deb,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"In the context of the Cabinet Resolution No. 37 of 2022, what are the fees for issuing a Work Mission Permit for each category (Category 1, Category 2, and Category 3) as stated in Schedule (2) of the resolution?"
9fe348d3-07a4-4410-8531-54cb1c64efb4,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"Regarding the Cabinet Resolution No. 37 of 2022, what are the fees for the issuance of a Mediation Agency License for one year as stated in Schedule (4) of the resolution?"
4f602bb5-a410-4822-a348-09dd12b6c248,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"As a business owner, I'm planning to set up a new establishment in Dubai. What are the necessary rules and regulations I need to follow according to the Ministry of Human Resources and Emiratisation?"
91b55196-a093-454d-9eec-a2bab994b7bd,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,I'm a business owner looking to hire foreign workers. What are the bank guarantees required for the classification of establishments governed by Labor Relations Regulating Law as per the latest regulations?
b865c692-7744-4d8c-b403-fe91b4721a2a,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,I'm a business owner and I'm considering hiring a freelancer or self-employed individual. How much would it cost to obtain a two-year work permit for them according to the fees and administrative fines in the Ministry of Human Resources & Emiratisation?
b316fdc2-30bd-4d13-ba14-234867ae01a7,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,I'm a business owner and I'm looking to transfer an employee from one establishment to another. What are the fees involved in obtaining a transfer permit according to the latest regulations?
5c8e6097-cfe8-496c-98ce-5f247090ce91,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,I'm a business owner and I'm planning to set up a mediation or employment agency. What is the cost of obtaining a one-year Mediation Agency License as per the latest regulations?
c104e9a0-039b-4ffc-bb00-e81d3243f693,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"As a contractor, I am planning to work on a project-based job in Dubai. I see that there are different categories of work permits in the provided document. Which one should I apply for and what is the corresponding fee?"
2050b66a-0e9a-42cd-b057-039319fd9a93,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"I am a contractor who has been working in the UAE for a few months. I would like to renew my work permit. According to the document, what is the fee for renewing a contractor's work permit for two years?"
7f1eb171-f3ae-441a-896d-59af507d5078,d291a599-1ad3-4dbc-8148-ebe7c0a1894a,"I am a contractor who is considering setting up my own business in the UAE. I noticed that there is a fee for licensing a mediation and employment agency. Is this fee applicable to me as a contractor, or is there a separate fee for contractors?"
2a60b460-1ed4-4b8b-95bc-ff17485a83f4,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"As a business owner in the UAE, I'm planning to hire a new employee. I see that there are different categories of work permits in the Cabinet Resolution No. 37 of 2022. Could you explain the differences between Category 1, Category 2, and Category 3 work permits?"
63bf8067-bc4a-46d7-9bbb-12474bfb95bc,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"I'm a new employer in the UAE and I need to renew my employee's work permit. According to the Schedule (3) of Cabinet Resolution No. 37 of 2022, the fee for renewing a work permit for two years is AED 1200 for Category 1, AED 3450 for Category 2, and AED 250 for Category 3. I'm unsure about the categories. Could you help me understand which category my employee falls under?"
b1303856-002c-4e36-b730-028584c03001,7cb653e1-cccb-48de-90ac-5eb51725a0e2,I'm an employer in the UAE and I'm considering hiring a foreign worker. I've noticed that there's a Work Mission Permit mentioned in Schedule (2) of Cabinet Resolution No. 37 of 2022. Could you explain what a Work Mission Permit is and when it would be necessary to apply for one?
2753f00d-a384-40e7-987e-63a3b7c3872d,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"As an HR manager, I am looking to hire a new employee. According to the document, what are the fees for issuing a work permit for a resident visa holder?"
35cd7830-179e-412e-ba58-a148d8031410,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"In the case of a transfer of an employee from one establishment to another, what are the fees for obtaining a transfer permit as per the document?"
5b1c75d3-0191-407e-974e-02e6ac6dee99,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"If a company wants to license a mediation agency, what is the fee for issuing and renewing the license, as stated in the document?"
dda8b6a2-200a-4401-b282-c4fc35a5f6f3,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"For a part-time worker who already has a valid work permit issued by the Ministry, what is the fee for obtaining a part-time work permit, as per the document?"
86ec3f97-25d0-4567-8d91-a723b8a5892e,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"If a company wants to apply for a work permit for an employee coming from outside the country, what are the fees for different employment categories as mentioned in the document?"
0a44accb-7f19-4f75-978a-d16fbf530621,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"As a business owner, I'm planning to set up a new company in Dubai. I've noticed that there are different categories of work permits in the MOHRE fees and guarantees document. Can you explain the differences between Category 1, Category 2, and Category 3 work permits and their associated fees?"
95783998-eea1-484b-9f6c-8e27ff4ae47f,7cb653e1-cccb-48de-90ac-5eb51725a0e2,I'm a business owner looking to hire foreign workers. I've seen that there's a Work Mission Permit mentioned in the fees and guarantees document. What is this permit for and what is the associated fee?
89938d5c-618f-4b25-b2b3-588217bc0a99,7cb653e1-cccb-48de-90ac-5eb51725a0e2,I'm a business owner and I'm considering hiring a freelancer or someone with a Golden Visa. The fees and guarantees document mentions a Work Permit for two years for these individuals. How can I apply for this permit and what is the associated fee?
42d34982-dfd1-48cf-9383-172d2dd78dea,7cb653e1-cccb-48de-90ac-5eb51725a0e2,I'm a business owner and I'm looking to transfer an employee from one establishment to another. The fees and guarantees document mentions a Transfer from one establishment to another permit. What is the associated fee for this permit and how can I apply for it?
a5a023ab-dead-4e6a-a902-36f01ad36e15,7cb653e1-cccb-48de-90ac-5eb51725a0e2,I'm a business owner and I'm planning to set up a mediation or employment agency. The establishments document mentions a Mediation Agency License. What is the associated fee for this license and how can I apply for it?
0680cec0-8f91-45fb-9bb6-538f194754cf,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"As a recruitment agency, we are planning to apply for a mediation agency license in the UAE. What are the fees for issuance and renewal of the license according to the Cabinet Resolution No. 37 of 2022?"
a7d94db2-591e-45ed-8252-16a59c786374,7cb653e1-cccb-48de-90ac-5eb51725a0e2,"We are an employment agency based in Dubai. We have a client who wants to hire a worker from outside the country. What are the fees for work permit application, issuance, and renewal for different categories as per the Cabinet Resolution No. 37 of 2022?"
37cc6b33-f1b2-43ee-862a-be57172cc3cb,7cb653e1-cccb-48de-90ac-5eb51725a0e2,We are an employment agency and we have a client who wants to transfer an employee from one establishment to another. What are the fees for the transfer from one establishment to another permit as per the Cabinet Resolution No. 37 of 2022?
982a974f-9e36-44f4-b8f7-6256aab28ff6,7cb653e1-cccb-48de-90ac-5eb51725a0e2,We are an employment agency and we have a client who wants to renew a worker's work permit for two years. What are the fees for work permit renewal for two years as per the Cabinet Resolution No. 37 of 2022?
559e8c23-4275-4d42-bcf0-6fb409fbb9b5,e2831122-daec-45b8-a107-0e5437f65fb9,"As a business owner, I'm planning to hire a new employee. According to the provided document, what are the fees for issuing a work permit for a Category 2 employee?"
67ebbdbe-5082-4683-a602-155adecbfa84,e2831122-daec-45b8-a107-0e5437f65fb9,"I'm an employer and I need to renew a worker's work permit. How much should I pay for a two-year renewal, as per the document?"
efe6b59d-a627-455c-ba84-2fbbf2d19039,e2831122-daec-45b8-a107-0e5437f65fb9,"I'm a HR manager and we have a Category 3 employee who wants to transfer to another establishment. What is the fee for the transfer of employees from one establishment to another, as per the document?"
fe1c1810-53ee-4304-a7ab-03e2fe06ab68,e2831122-daec-45b8-a107-0e5437f65fb9,"I'm a legal advisor representing a client who is a private recruitment agency. What are the service fees for our category of service, as per the document?"
da4341de-272f-4d0b-be48-bf512b4b3d18,e2831122-daec-45b8-a107-0e5437f65fb9,"I'm a business owner and I'm considering setting up a mediation agency. What is the fee for a one-year Mediation Agency License, as per the document?"
10fc02b8-d1cc-4c2a-8ecd-7adf9cb85b10,e2831122-daec-45b8-a107-0e5437f65fb9,"As an HR manager, I need to issue a part-time work permit for an employee who already has a valid work permit issued by the Ministry. According to the provided document, what is the fee for this service?"
a699f7c9-c1a4-4287-84b3-e36e8ab7003d,e2831122-daec-45b8-a107-0e5437f65fb9,"In the case of a renewal of a worker's work permit for two years, what is the fee for a Category 1 establishment according to the document?"
8e768d69-04a9-4a07-b441-d8edbfdd5a4a,e2831122-daec-45b8-a107-0e5437f65fb9,"If a private recruitment agency is seeking to renew its license for one year, what is the fee for this service as per the document?"
6dc7e2fa-a6f5-4ebb-87be-40ab45a41d4a,e2831122-daec-45b8-a107-0e5437f65fb9,A company is planning to transfer an employee from one establishment to another. What is the fee for the transfer of employees from one establishment to another permit as per the document for a Category 2 establishment?
32702dbe-d9ff-45fc-966e-c85a117fca56,e2831122-daec-45b8-a107-0e5437f65fb9,"A company is facing a situation where they have failed to provide the Ministry with the Employment Contract for a Work assignment permit within the stipulated 30 days. According to the document, what is the maximum fine they could be imposed?"
d3dc392c-f01e-4fe0-8284-6f49d0418bad,e2831122-daec-45b8-a107-0e5437f65fb9,"As a business owner, I'm planning to hire a new employee. According to the provided document, what is the fee for a Work Permit Application for Category 1, Category 2, and Category 3 employees?"
a5f31aed-fb09-43a3-83e3-8747d9053349,e2831122-daec-45b8-a107-0e5437f65fb9,"If I'm hiring a freelancer or a Golden Visa holder, what is the fee for their Work Permit for a two-year period as per the document?"
81a5fd95-fa62-447e-b561-c882fe851372,e2831122-daec-45b8-a107-0e5437f65fb9,"If I need to renew a Work Permit for an employee, what are the fees for Category 1, Category 2, and Category 3 employees as per the document?"
2b5ffc5a-a815-4858-a2a5-b7d4047b4f15,e2831122-daec-45b8-a107-0e5437f65fb9,"As a legal advisor, I am representing a client who is a business owner in the UAE. They are planning to hire a new employee and are unsure about the service fees for work permits from outside the country for different employment categories. Could you please clarify the fees for Category 1, Category 2, and Category 3 as per the provided document?"
dbaafc9b-c4b1-4720-b631-42583bee6c7b,e2831122-daec-45b8-a107-0e5437f65fb9,"In the context of the provided document, what are the administrative fines for failure to renew a work assignment permit within the specified period?"
63f998df-540c-448d-94de-e12a61b17f8d,e2831122-daec-45b8-a107-0e5437f65fb9,"A client of mine, a recruitment agency, is seeking to obtain a Mediation Agency License for one year. According to the document, what is the fee for issuance and renewal of this license?"
08d11891-1179-4525-94b1-9d96b92a6377,e2831122-daec-45b8-a107-0e5437f65fb9,A client is a private establishment in the UAE and they are planning to transfer an employee from one establishment to another. Could you please clarify the service fees for transfer of workers from one establishment to another as per the provided document?
856793d2-33bd-43c7-b22b-3a00d93f4f82,e2831122-daec-45b8-a107-0e5437f65fb9,What are the administrative fines for failing to provide the Ministry with the Employment Contract within 60 days from the date of amending the worker's status?
f496e904-219e-4c90-862c-602835ab754d,e2831122-daec-45b8-a107-0e5437f65fb9,What are the service fees for the renewal and amendment of Work Permits and Employment Contracts as per the document?
72b7433d-a984-49c7-89b5-a0e9f4d89b57,e2831122-daec-45b8-a107-0e5437f65fb9,What are the service fees for the issuance of a Work Permit for a Golden Visa holder or Freelance (self-employed) for two years according to the document?
4e2d684e-8443-4d28-ae5e-bb85231cb75d,e2831122-daec-45b8-a107-0e5437f65fb9,What are the administrative penalties for failing to renew a work assignment permit within 7 days from the date of its expiry?
a99dab61-6e33-4558-8f36-69bccb4b9215,e2831122-daec-45b8-a107-0e5437f65fb9,What are the service fees for the transfer of workers from one establishment to another as per the document?
e637d08f-89db-48dc-a079-13c38c5aa38f,98fd4df5-5809-48b6-a344-fef365775c5f,"As an employer, I want to hire a new employee from outside the country. What are the fees for issuing a work permit for a Category 3 employee according to the Cabinet Resolution No. 37 of 2022?"
6497216d-62fc-44f5-a447-58566dacedb7,98fd4df5-5809-48b6-a344-fef365775c5f,I am a business owner planning to set up a mediation agency. What is the fee for obtaining a Mediation Agency License for one year as per Schedule (4) of Cabinet Resolution No. 37 of 2022?
e0c1393d-aed7-49f3-a00e-d33542adc973,98fd4df5-5809-48b6-a344-fef365775c5f,I am an employer and I want to renew the work permit of one of my employees for two years. What is the fee for Work Permit Renewal- Two years as per Schedule (3) of Cabinet Resolution No. 37 of 2022?
a215df76-ef73-4f8f-aa46-764dc3c07fb7,98fd4df5-5809-48b6-a344-fef365775c5f,"I am a job seeker looking to work in a bank. According to the wage protection system, are banks included in the list of establishments that are required to comply with the system?"
7a669e53-ad7a-4f48-ae2c-e1a2ab4bf42c,98fd4df5-5809-48b6-a344-fef365775c5f,I am an employer and I want to transfer an employee from one establishment to another. What is the fee for the Transfer from one establishment to another permit as per Schedule (3) of Cabinet Resolution No. 37 of 2022?
7d72ed96-ed75-453a-be02-46e8b507bbf0,98fd4df5-5809-48b6-a344-fef365775c5f,"As an HR manager, I am planning to hire a new employee for our Dubai-based company. According to the provided document, what are the fees for issuing a work permit for a resident visa holder and a non-resident visa holder, respectively?"
5ccc5a8a-c1c2-4670-a9c9-339163f01e19,98fd4df5-5809-48b6-a344-fef365775c5f,"In the context of the wage protection system, which establishments are exempted from the system as per the provided document?"
8477922d-bc76-4d80-a64d-908608fbcd77,98fd4df5-5809-48b6-a344-fef365775c5f,"If an employee in our company is applying for a part-time work permit, what would be the fee according to the document?"
22e3f517-d578-4fde-a34c-43d83a6148b6,98fd4df5-5809-48b6-a344-fef365775c5f,"Regarding the renewal of work permits, what are the fees for Category 1, Category 2, and Category 3 employees as per the document?"
e5c965cb-61c9-41a5-9bbb-fbc69911514b,98fd4df5-5809-48b6-a344-fef365775c5f,"As a hiring manager, I am considering hiring a freelancer or self-employed individual. What would be the fee for a Golden Visa holder or Freelance (self-employed) Work Permit for two years according to the document?"
32e5e5de-cf95-4002-bd7a-4d09bb52122c,98fd4df5-5809-48b6-a344-fef365775c5f,"As a business owner, I'm planning to hire a new employee. I see that the fee for a Work Permit Application is AED 50 according to the Schedule (2) of the Cabinet Resolution No. 37 of 2022. However, I'm unsure if this fee applies to all employment types. Could you clarify this for me?"
68049850-172c-40ea-a464-05fabbeff758,98fd4df5-5809-48b6-a344-fef365775c5f,"I'm a business owner and I'm considering hiring a foreign worker. I noticed that the fee for a Work Permit Application is AED 50, but there are categories 1, 2, and 3 mentioned. Could you explain what these categories refer to and what fees apply to each category?"
ac55e3f1-2559-4c09-b089-e0a7dde8240d,98fd4df5-5809-48b6-a344-fef365775c5f,"I'm a business owner and I'm planning to renew a worker's work permit. According to Schedule (3) of the Cabinet Resolution No. 37 of 2022, the fee for a Work Permit Renewal- Two years is AED 250. However, I see there are categories 1, 2, and 3 mentioned. Could you explain what these categories refer to and what fees apply to each category for renewal purposes?"
d21f7b1d-7f35-4135-a238-d5754fa637db,98fd4df5-5809-48b6-a344-fef365775c5f,"I'm a business owner and I'm considering hiring a foreign worker who is already in the UAE with a valid residence visa. I see that the fee for a Residence Visa Holder Work Permit is AED 50 according to Schedule (1) of the Cabinet Resolution No. 37 of 2022. However, I'm unsure if this fee applies to all types of residence visas. Could you clarify this for me?"
4ceddb60-8a15-4b83-b236-aa42c16f24ee,98fd4df5-5809-48b6-a344-fef365775c5f,"I'm a business owner and I'm planning to hire a foreign worker who is currently outside the UAE. I see that the fee for a Work Permit Application is AED 50 according to Schedule (2) of the Cabinet Resolution No. 37 of 2022. However, I'm unsure if this fee applies to all types of residence visas. Could you clarify this for me?"
c46f5a72-34ad-4909-9254-178cb8f8edde,98fd4df5-5809-48b6-a344-fef365775c5f,"As a recruitment agency, we are planning to help a client hire a worker from outside the country. What are the fees for issuing a work permit for each category (1, 2, 3) according to the Cabinet Resolution No. 37 of 2022?"
83010791-e2ec-4201-b933-611ae1685612,98fd4df5-5809-48b6-a344-fef365775c5f,We are a recruitment agency and we have a client who wants to transfer an employee from one establishment to another. What are the fees for the transfer from one establishment to another permit according to the Cabinet Resolution No. 37 of 2022?
557ac204-5fe8-41bb-b6c3-0a3846b4214d,98fd4df5-5809-48b6-a344-fef365775c5f,We are a recruitment agency and we have a client who wants to renew a worker's work permit for two years. What are the fees for the Work Permit Renewal- Two years according to the Cabinet Resolution No. 37 of 2022?
